Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Result
7776,13,64,45,No,Associate,Fail
7777,15,65,47,Yes,High School,Pass
7778,5,75,66,Yes,Master,
7779,9,68,60,No,Master,Pass
7780,5,104,82,,Doctorate,Pass
7781,8,91,62,No,Doctorate,Fail
7782,15,91,82,Yes,Master,Fail
7783,10,80,65,Yes,Bachelor,Pass
7784,23,58,70,Yes,Master,Pass
7785,11,89,59,No,Doctorate,Fail
7786,10,33,63,Yes,Doctorate,Pass
7787,10,0,54,No,Bachelor,Pass
7788,0,59,49,Yes,Bachelor,Pass
7789,10,57,79,Yes,Master,Pass
7790,16,0,81,Yes,Bachelor,Fail
7791,11,73,79,Yes,High School,Pass
7792,6,74,82,No,Associate,Fail
7793,5,91,68,Yes,Bachelor,Pass
7794,8,72,58,Yes,Associate,Fail
7795,10,73,54,No,Master,Pass
7796,16,47,39,No,High School,Fail
7797,3,50,73,,Doctorate,Pass
7798,8,81,67,No,High School,Fail
7799,11,88,71,No,Associate,Pass
7800,1,70,74,Yes,Bachelor,
7801,6,94,86,Yes,Master,Pass
7802,7,47,60,Yes,Bachelor,Pass
7803,6,83,72,Yes,,Pass
7804,11,58,58,No,Master,Fail
7805,9,56,39,Yes,Master,Pass
7806,7,60,62,Yes,High School,Fail
7807,12,73,87,Yes,Master,Pass
7808,19,84,62,Yes,High School,Fail
7809,18,82,52,Yes,Master,Fail
7810,0,69,71,No,Doctorate,Pass
7811,13,0,78,No,Doctorate,Pass
7812,9,109,73,No,Master,Pass
7813,11,73,85,Yes,Doctorate,Pass
7814,8,77,51,Yes,Bachelor,Fail
7815,11,63,86,Yes,Bachelor,Fail
7816,11,67,34,Yes,High School,Fail
7817,0,100,34,Yes,Doctorate,Fail
7818,6,100,43,Yes,High School,Fail
7819,8,71,72,Yes,Master,Fail
7820,0,85,42,Yes,Doctorate,Pass
7821,13,0,55,No,Doctorate,Fail
7822,14,66,59,Yes,Associate,Pass
7823,8,49,76,Yes,High School,
7824,11,89,84,No,High School,Fail
7825,15,93,78,No,Bachelor,Fail
7826,16,90,44,Yes,High School,
7827,10,68,68,No,High School,Fail
7828,9,106,59,Yes,Master,Pass
7829,11,81,62,Yes,Bachelor,Fail
7830,4,52,64,Yes,Doctorate,Pass
7831,9,43,58,Yes,Bachelor,Fail
7832,14,69,54,Yes,Doctorate,Pass
7833,13,80,58,Yes,Doctorate,Fail
7834,9,69,55,Yes,Doctorate,Fail
7835,11,0,80,No,Associate,Pass
7836,6,83,64,Yes,Associate,Fail
7837,14,56,80,No,Associate,Pass
7838,10,30,81,Yes,Master,Fail
7839,9,80,86,No,Master,Pass
7840,8,0,46,No,Bachelor,Pass
7841,10,112,69,No,High School,Pass
7842,8,71,0,Yes,Bachelor,Fail
7843,13,109,93,No,Associate,Pass
7844,8,48,0,No,Master,Pass
7845,18,68,58,No,Doctorate,Pass
7846,17,55,60,No,Master,Pass
7847,6,91,78,No,Master,Pass
7848,10,49,60,Yes,Bachelor,Pass
7849,0,83,45,Yes,Master,Fail
7850,8,50,72,No,Doctorate,Pass
7851,20,110,84,No,High School,Pass
7852,8,68,64,Yes,Doctorate,Fail
7853,12,83,76,Yes,High School,Fail
7854,13,39,56,No,Doctorate,Pass
7855,5,45,67,Yes,Associate,Fail
7856,6,60,66,Yes,Bachelor,Fail
7857,4,92,60,Yes,Master,Fail
7858,6,88,51,,Doctorate,Pass
7859,-4,97,54,Yes,Bachelor,Fail
7860,13,45,55,No,High School,Pass
7861,20,85,58,Yes,Bachelor,Fail
7862,11,64,63,No,Doctorate,Pass
7863,3,59,67,Yes,Doctorate,Pass
7864,0,0,67,Yes,Bachelor,Fail
7865,8,73,64,No,Associate,Pass
7866,5,88,65,Yes,Associate,Fail
7867,14,98,52,No,Associate,Fail
7868,14,85,68,No,Doctorate,Pass
7869,4,88,42,Yes,Associate,Pass
7870,14,112,50,Yes,Bachelor,Pass
7871,0,89,0,No,High School,Pass
7872,20,71,56,,High School,Fail
7873,24,87,69,No,Doctorate,Fail
7874,6,109,68,No,Bachelor,Fail
7875,24,58,69,No,Associate,Pass
7876,8,66,77,Yes,Master,Pass
7877,7,104,68,Yes,,Fail
7878,12,69,50,Yes,Master,Pass
7879,7,90,65,No,High School,Pass
7880,12,101,51,Yes,,Fail
7881,3,50,0,,Master,Fail
7882,9,67,71,No,High School,Pass
7883,16,99,62,No,Master,Fail
7884,10,72,75,No,Master,Fail
7885,11,35,65,Yes,Doctorate,Pass
7886,12,65,42,Yes,Associate,Pass
7887,16,91,59,Yes,Doctorate,
7888,2,100,74,Yes,Doctorate,Pass
7889,13,76,72,Yes,High School,Pass
7890,9,85,49,Yes,Associate,Fail
7891,11,68,58,Yes,Associate,Pass
7892,15,93,68,No,Associate,Fail
7893,4,104,57,No,,Fail
7894,5,90,60,Yes,High School,Fail
7895,0,73,69,No,High School,Fail
7896,7,84,92,,Doctorate,Pass
7897,17,0,70,Yes,Master,Fail
7898,9,76,75,No,,Fail
7899,3,91,52,Yes,Bachelor,Fail
7900,8,82,46,Yes,Bachelor,
7901,3,103,52,Yes,Doctorate,Fail
7902,4,89,62,Yes,Associate,
7903,12,65,68,No,Doctorate,Pass
7904,4,103,72,No,High School,Pass
7905,16,0,78,Yes,Doctorate,Pass
7906,0,72,84,No,Associate,Fail
7907,10,48,34,Yes,Doctorate,Fail
7908,9,80,50,,Associate,Fail
7909,14,112,90,No,Bachelor,Fail
7910,14,20,70,No,High School,Fail
7911,12,21,63,Yes,Bachelor,Pass
7912,13,90,32,Yes,Bachelor,Fail
7913,9,80,46,Yes,Master,Fail
7914,13,88,0,No,High School,Pass
7915,8,64,58,No,High School,Pass
7916,-1,32,73,No,Master,Fail
7917,9,58,59,Yes,Doctorate,Pass
7918,8,106,98,No,High School,Pass
7919,7,66,64,No,Doctorate,Fail
7920,12,66,43,No,Associate,Fail
7921,17,22,0,No,Master,Pass
7922,16,0,66,Yes,Associate,Fail
7923,4,97,56,No,Associate,Fail
7924,16,70,68,No,Master,
7925,0,95,81,No,Associate,Fail
7926,13,60,61,Yes,Master,Pass
7927,6,46,51,No,Associate,Fail
7928,11,70,68,Yes,High School,Pass
7929,12,64,55,Yes,Associate,Fail
7930,3,58,70,No,Associate,Fail
7931,13,59,0,Yes,Doctorate,Fail
7932,17,72,48,No,Associate,Pass
7933,9,0,37,,Bachelor,Pass
7934,17,56,99,Yes,Master,Fail
7935,9,111,67,No,Associate,Fail
7936,14,84,46,No,Master,Pass
7937,-1,78,50,No,Doctorate,Pass
7938,22,0,58,No,Master,Pass
7939,18,88,0,No,High School,Pass
7940,-1,86,29,No,High School,Pass
7941,0,54,76,,Associate,Fail
7942,11,44,55,Yes,Doctorate,Fail
7943,3,30,87,No,High School,Pass
7944,12,111,71,Yes,Associate,Fail
7945,12,66,78,Yes,Bachelor,
7946,5,87,62,Yes,Master,Fail
7947,16,79,69,,Associate,Pass
7948,14,93,86,Yes,Associate,Pass
7949,15,74,52,Yes,Associate,Pass
7950,10,48,72,Yes,Bachelor,Pass
7951,3,54,73,Yes,Associate,Fail
7952,15,68,85,No,Master,Fail
7953,9,43,55,Yes,Master,Pass
7954,3,58,52,Yes,Associate,Pass
7955,0,51,83,No,Doctorate,Pass
7956,20,68,62,No,High School,Fail
7957,10,65,52,Yes,Associate,Fail
7958,21,77,58,No,Bachelor,Fail
7959,10,92,44,Yes,High School,Pass
7960,8,70,65,Yes,,Fail
7961,7,0,22,No,Bachelor,Fail
7962,0,34,69,No,Doctorate,Fail
7963,6,78,42,Yes,High School,Fail
7964,14,62,84,Yes,Bachelor,Pass
7965,7,72,54,No,High School,Pass
7966,8,82,53,No,Doctorate,Pass
7967,15,104,66,No,High School,Fail
7968,8,40,71,No,Associate,Pass
7969,8,55,66,No,Master,Fail
7970,16,73,41,No,Master,
7971,18,52,67,Yes,High School,Pass
7972,13,45,64,No,,Pass
7973,0,101,63,Yes,Bachelor,Fail
7974,7,54,74,,High School,Fail
7975,10,0,53,No,Associate,Pass
7976,-1,52,48,No,Bachelor,Pass
7977,5,97,74,Yes,Associate,Fail
7978,14,61,36,No,Doctorate,Fail
7979,10,47,69,No,Master,Fail
7980,1,58,47,No,Doctorate,Pass
7981,5,0,86,No,Associate,Pass
7982,8,93,43,No,High School,Pass
7983,10,0,0,,Associate,Pass
7984,19,59,100,Yes,High School,Pass
7985,11,0,84,Yes,,Pass
7986,6,117,53,Yes,,Fail
7987,11,95,0,Yes,Bachelor,Pass
7988,8,70,51,No,Bachelor,Fail
7989,12,29,70,No,Master,Pass
7990,13,66,69,Yes,,Fail
7991,0,48,59,No,Associate,Pass
7992,10,58,91,Yes,High School,Pass
7993,18,56,0,Yes,Bachelor,Fail
7994,0,0,37,No,Associate,Pass
7995,6,76,105,No,High School,Fail
7996,21,60,79,Yes,Doctorate,Pass
7997,12,49,62,Yes,Doctorate,Fail
7998,-1,71,68,Yes,Master,Pass
7999,18,65,67,No,Associate,Pass
8000,20,37,41,Yes,Doctorate,
8001,0,87,65,No,,Pass
8002,8,60,72,Yes,,Fail
8003,9,70,71,Yes,Doctorate,Pass
8004,0,71,29,No,Doctorate,Pass
8005,16,75,68,No,High School,Pass
8006,13,78,72,No,High School,Fail
8007,10,49,64,Yes,Doctorate,Fail
8008,18,81,47,No,Associate,Fail
8009,8,68,85,Yes,Associate,Fail
8010,15,97,64,No,Doctorate,Fail
8011,9,91,62,No,Associate,Pass
8012,12,102,63,Yes,Bachelor,Fail
8013,9,56,43,Yes,Doctorate,Fail
8014,10,101,94,Yes,Associate,Pass
8015,8,77,82,No,Associate,Fail
8016,17,89,55,No,Bachelor,Fail
8017,6,88,36,Yes,Doctorate,Pass
8018,6,84,73,Yes,,Fail
8019,21,53,76,No,Doctorate,Pass
8020,0,94,66,No,High School,Pass
8021,-2,82,60,No,Bachelor,Pass
8022,7,46,40,No,Associate,Fail
8023,1,65,0,Yes,Bachelor,Pass
8024,5,51,40,Yes,Associate,Fail
8025,-6,46,69,No,Associate,Pass
8026,9,92,76,No,Bachelor,Pass
8027,4,45,60,No,Master,Pass
8028,10,0,0,,Master,Fail
8029,2,115,27,Yes,High School,Fail
8030,10,66,51,Yes,Associate,Pass
8031,8,88,58,Yes,,Fail
8032,18,98,41,Yes,High School,Fail
8033,17,90,84,Yes,Associate,Fail
8034,0,78,53,No,Bachelor,Pass
8035,8,74,58,Yes,Associate,Pass
8036,20,86,92,Yes,Doctorate,Pass
8037,2,70,80,Yes,Bachelor,
8038,3,89,0,No,Bachelor,Fail
8039,10,70,84,Yes,High School,Pass
8040,21,72,75,No,Associate,Pass
8041,9,113,53,Yes,Associate,Pass
8042,9,65,43,No,Associate,Fail
8043,3,75,77,,Bachelor,Pass
8044,15,84,57,Yes,,Pass
8045,15,85,30,Yes,High School,Pass
8046,14,81,72,Yes,High School,Fail
8047,7,50,68,Yes,Associate,Pass
8048,6,78,46,No,Associate,Pass
8049,4,80,86,No,Bachelor,Pass
8050,10,98,52,Yes,Associate,Fail
8051,5,90,98,Yes,Associate,Fail
8052,4,99,0,Yes,Associate,Fail
8053,8,55,80,Yes,Bachelor,
8054,8,55,56,No,High School,Pass
8055,7,82,68,Yes,Master,Pass
8056,12,98,69,No,High School,Pass
8057,10,71,61,No,Doctorate,Pass
8058,9,60,65,Yes,Associate,Pass
8059,11,43,91,No,Bachelor,Pass
8060,5,82,54,Yes,Master,Pass
8061,10,73,72,Yes,Associate,Pass
8062,11,66,56,Yes,High School,Pass
8063,2,93,41,Yes,Doctorate,Pass
8064,15,73,81,No,Bachelor,Fail
8065,6,75,71,Yes,Master,Pass
8066,10,93,80,Yes,Bachelor,Pass
8067,16,119,51,No,Bachelor,Fail
8068,15,66,56,Yes,Doctorate,Fail
8069,10,58,71,No,High School,Fail
8070,8,55,77,No,Associate,Pass
8071,15,84,83,No,Associate,Fail
8072,13,53,64,Yes,Doctorate,Fail
8073,7,68,73,No,Bachelor,Fail
8074,6,69,92,No,Doctorate,Pass
8075,0,106,59,No,Associate,Fail
8076,11,99,69,Yes,High School,Pass
8077,10,44,63,No,Doctorate,Fail
8078,16,107,68,Yes,High School,Pass
8079,12,51,86,No,High School,
8080,17,78,56,No,Master,Fail
8081,6,58,52,No,,Fail
8082,16,67,78,Yes,Associate,Pass
8083,7,55,88,Yes,High School,Fail
8084,14,108,43,Yes,High School,Pass
8085,3,72,60,No,High School,Pass
8086,-1,80,70,No,Associate,Fail
8087,0,54,66,Yes,Doctorate,Pass
8088,9,47,67,Yes,Master,Fail
8089,12,0,66,No,Bachelor,Pass
8090,7,85,54,,Bachelor,Fail
8091,5,73,27,Yes,High School,Pass
8092,14,94,65,Yes,Master,Pass
8093,10,78,62,No,Master,Pass
8094,8,75,43,No,Bachelor,Pass
8095,10,86,55,Yes,Master,Pass
8096,23,77,78,No,Doctorate,Pass
8097,16,94,62,Yes,Master,Pass
8098,16,86,68,No,Associate,Pass
8099,12,93,49,Yes,High School,Pass
8100,0,89,74,Yes,Master,Pass
8101,0,102,98,No,Master,Pass
8102,7,92,73,No,High School,Pass
8103,0,110,72,Yes,Associate,Fail
8104,1,64,69,No,Master,Pass
8105,4,92,55,No,Master,Fail
8106,0,47,79,,,Pass
8107,10,94,63,No,High School,Fail
8108,14,76,91,No,High School,Fail
8109,16,94,92,No,Bachelor,Fail
8110,12,109,57,No,High School,Pass
8111,5,91,76,Yes,Doctorate,Pass
8112,0,67,56,No,Associate,Pass
8113,1,53,82,No,High School,Fail
8114,4,86,52,No,Master,
8115,6,69,0,Yes,Doctorate,Fail
8116,9,88,73,Yes,High School,Pass
8117,5,65,77,Yes,Doctorate,Pass
8118,12,56,50,Yes,High School,Pass
8119,9,70,72,Yes,Bachelor,Fail
8120,10,0,68,No,High School,Fail
8121,16,77,48,Yes,Master,Fail
8122,4,59,82,No,High School,Fail
8123,12,111,89,Yes,Bachelor,Fail
8124,10,72,66,Yes,,Pass
8125,8,30,63,Yes,High School,Pass
8126,14,94,60,No,Associate,Fail
8127,14,75,103,Yes,Doctorate,
8128,5,72,79,Yes,High School,Pass
8129,9,71,54,,Master,Fail
8130,11,71,41,Yes,Associate,Pass
8131,9,108,59,No,Bachelor,Fail
8132,13,84,59,Yes,Associate,
8133,11,80,69,No,High School,Fail
8134,19,70,66,Yes,High School,Pass
8135,2,0,0,No,Doctorate,Fail
8136,9,92,24,No,Associate,Pass
8137,6,95,73,No,Bachelor,Fail
8138,13,81,78,Yes,Bachelor,Pass
8139,0,95,0,Yes,High School,
8140,12,83,52,Yes,Bachelor,Pass
8141,7,68,58,,Associate,Pass
8142,6,82,73,No,Bachelor,Pass
8143,3,117,59,No,Doctorate,Fail
8144,8,79,64,Yes,Doctorate,Fail
8145,15,100,53,No,High School,Pass
8146,10,99,66,No,Associate,Pass
8147,13,86,56,Yes,Doctorate,Fail
8148,18,108,52,No,Bachelor,Fail
8149,11,32,67,No,High School,Fail
8150,7,0,78,No,Doctorate,Fail
8151,12,110,69,No,Master,Pass
8152,7,62,62,Yes,Master,Fail
8153,8,77,80,Yes,Doctorate,Fail
8154,2,110,58,No,Master,Fail
8155,15,79,64,No,Doctorate,Fail
8156,8,109,83,No,Doctorate,Fail
8157,11,67,58,Yes,Associate,Pass
8158,5,87,57,Yes,High School,Pass
8159,12,0,0,No,Associate,Pass
8160,6,105,50,Yes,Doctorate,
8161,9,70,83,No,Bachelor,Pass
8162,14,56,36,Yes,High School,Pass
8163,14,66,66,Yes,High School,Pass
8164,10,66,55,Yes,High School,Fail
8165,1,62,70,Yes,High School,Fail
8166,25,61,87,No,Master,Pass
8167,19,97,48,No,Bachelor,Fail
8168,14,103,44,Yes,Master,Fail
8169,6,83,82,No,Doctorate,Fail
8170,9,62,62,Yes,Doctorate,Pass
8171,7,63,64,Yes,High School,Pass
8172,16,34,0,,Doctorate,Pass
8173,11,83,60,Yes,Doctorate,Fail
8174,6,61,51,No,Associate,Fail
8175,8,104,61,Yes,Associate,Pass
8176,16,47,52,No,Bachelor,Pass
8177,0,63,0,,Doctorate,Pass
8178,18,73,57,Yes,Associate,Fail
8179,14,84,85,Yes,Bachelor,Fail
8180,9,111,75,Yes,Bachelor,Pass
8181,-6,48,50,Yes,Associate,Pass
8182,0,69,49,No,Associate,
8183,10,46,62,No,Master,Pass
8184,11,91,54,No,Bachelor,Fail
8185,10,62,54,Yes,High School,Fail
8186,3,73,78,Yes,Doctorate,Pass
8187,13,72,69,No,High School,Fail
8188,0,77,84,Yes,Associate,Fail
8189,13,72,49,Yes,,Fail
8190,15,56,38,No,Associate,Pass
8191,13,77,54,Yes,Doctorate,Fail
8192,8,59,81,No,Doctorate,Fail
8193,10,91,56,Yes,Doctorate,Fail
8194,10,76,90,Yes,Master,Pass
8195,10,54,57,Yes,High School,Pass
8196,15,123,74,No,Doctorate,Fail
8197,13,108,65,Yes,Doctorate,Pass
8198,20,124,36,No,Bachelor,Fail
8199,21,68,55,Yes,Associate,Fail
8200,10,58,72,No,Associate,Pass
8201,-9,91,64,No,Master,Pass
8202,16,97,58,Yes,Master,Fail
8203,7,79,62,Yes,Associate,Fail
8204,6,33,67,Yes,Bachelor,Pass
8205,8,55,24,No,,Pass
8206,8,84,57,No,Doctorate,Fail
8207,13,62,53,Yes,Bachelor,Pass
8208,2,48,75,Yes,Associate,Fail
8209,5,70,76,No,Doctorate,Fail
8210,12,10,0,No,Master,Fail
8211,13,63,67,No,Master,Pass
8212,13,66,35,Yes,High School,Pass
8213,6,81,51,Yes,Doctorate,Fail
8214,5,86,60,No,Associate,
8215,8,83,63,,Doctorate,Fail
8216,11,93,0,Yes,Master,Fail
8217,17,72,36,Yes,High School,Pass
8218,0,46,80,No,Master,Pass
8219,9,76,50,Yes,Doctorate,Fail
8220,3,58,31,No,Doctorate,Fail
8221,2,48,77,No,Master,Fail
8222,15,87,51,Yes,Bachelor,Fail
8223,13,47,75,Yes,Bachelor,Pass
8224,12,89,39,Yes,Doctorate,Pass
8225,15,49,59,Yes,Doctorate,Pass
8226,8,0,50,Yes,Bachelor,
8227,8,64,71,,Bachelor,Fail
8228,0,98,52,Yes,High School,Fail
8229,9,87,71,Yes,Master,Pass
8230,14,58,59,No,Associate,Fail
8231,10,72,55,Yes,Doctorate,Pass
8232,1,102,78,No,Master,Pass
8233,0,105,94,No,Doctorate,Pass
8234,7,48,60,No,Master,Pass
8235,15,101,53,No,High School,Fail
8236,14,100,63,Yes,Doctorate,Fail
8237,15,79,67,No,Bachelor,Pass
8238,5,73,38,No,Master,Fail
8239,18,64,50,Yes,High School,Pass
8240,5,50,42,No,Bachelor,Fail
8241,11,82,48,No,Associate,Fail
8242,10,0,87,,,Pass
8243,9,84,31,No,Bachelor,Pass
8244,17,84,71,,Master,Fail
8245,0,125,59,No,Bachelor,Pass
8246,3,99,69,No,Master,Pass
8247,10,86,48,Yes,Doctorate,Fail
8248,8,32,58,No,High School,Pass
8249,27,83,83,,Master,Pass
8250,13,107,58,No,Master,Pass
8251,8,66,86,No,High School,Pass
8252,5,119,24,No,Bachelor,Fail
8253,1,86,73,No,Associate,Fail
8254,5,81,66,No,Bachelor,Fail
8255,11,55,43,Yes,High School,Pass
8256,17,105,79,No,High School,Pass
8257,16,58,54,Yes,Bachelor,Fail
8258,11,64,68,Yes,High School,Pass
8259,8,37,50,Yes,High School,Fail
8260,11,93,57,No,Doctorate,Fail
8261,7,87,76,No,Bachelor,Pass
8262,19,75,100,No,Doctorate,Pass
8263,9,90,52,Yes,Master,Pass
8264,10,88,84,Yes,Associate,Pass
8265,-1,68,85,No,Doctorate,Pass
8266,0,59,75,Yes,Master,Fail
8267,14,41,76,Yes,Master,Fail
8268,5,71,54,No,Associate,Pass
8269,6,49,50,Yes,Bachelor,Fail
8270,14,78,58,Yes,,Fail
8271,3,72,69,No,,Pass
8272,15,67,0,Yes,Associate,Pass
8273,7,96,54,,Bachelor,Pass
8274,8,55,54,No,Doctorate,Pass
8275,4,0,60,No,Bachelor,Pass
8276,12,70,78,Yes,Master,Pass
8277,22,60,49,Yes,Doctorate,Fail
8278,14,77,74,Yes,High School,Pass
8279,6,57,73,No,Associate,Pass
8280,16,83,57,No,High School,Pass
8281,8,56,69,No,Bachelor,Fail
8282,17,55,83,Yes,Doctorate,Pass
8283,14,87,60,No,Doctorate,Fail
8284,-5,74,53,No,High School,
8285,5,51,51,No,Bachelor,Fail
8286,15,56,52,Yes,Associate,Pass
8287,11,68,0,No,High School,Pass
8288,5,52,64,Yes,Doctorate,Pass
8289,7,69,41,Yes,Doctorate,Fail
8290,0,70,84,Yes,Doctorate,Pass
8291,10,57,62,Yes,,Fail
8292,21,88,72,No,Associate,Pass
8293,14,55,74,Yes,Master,Pass
8294,21,0,52,No,Bachelor,Pass
8295,14,0,46,No,Doctorate,Pass
8296,15,62,50,Yes,High School,Fail
8297,20,86,62,Yes,Doctorate,Fail
8298,12,76,0,No,Associate,Pass
8299,9,90,93,Yes,Bachelor,Pass
8300,15,35,78,Yes,,Pass
8301,0,85,36,Yes,Bachelor,Pass
8302,8,65,63,No,High School,Fail
8303,6,76,31,No,,Fail
8304,11,150,79,Yes,Doctorate,Pass
8305,14,102,62,Yes,Doctorate,Pass
8306,14,38,0,Yes,Bachelor,Fail
8307,3,107,62,No,Associate,Fail
8308,20,89,66,No,High School,Fail
8309,7,78,55,Yes,Associate,Pass
8310,9,46,66,No,Doctorate,Fail
8311,6,42,51,No,Associate,Pass
8312,24,64,69,Yes,Associate,Fail
8313,11,88,69,No,High School,Pass
8314,6,75,72,,,Fail
8315,14,87,64,Yes,High School,Pass
8316,14,46,81,Yes,High School,Pass
8317,9,76,92,Yes,High School,Fail
8318,14,97,42,Yes,Doctorate,Fail
8319,6,104,46,No,Master,Fail
8320,8,50,62,No,,Fail
8321,0,0,58,Yes,High School,Fail
8322,3,68,72,Yes,Master,Fail
8323,19,62,72,Yes,,Fail
8324,18,93,70,No,Associate,Pass
8325,10,132,40,Yes,Doctorate,Pass
8326,18,53,68,No,High School,Fail
8327,9,84,93,No,High School,Pass
8328,0,81,73,Yes,High School,Pass
8329,10,81,64,Yes,High School,Fail
8330,9,102,74,Yes,,Fail
8331,9,82,52,Yes,High School,Pass
8332,16,32,71,,,Fail
8333,11,0,65,No,High School,Pass
8334,14,54,48,No,Doctorate,Pass
8335,15,60,69,No,Associate,Fail
8336,12,72,66,,High School,Pass
8337,5,71,0,,,Pass
8338,3,38,67,Yes,,Pass
8339,11,43,68,No,Bachelor,Pass
8340,9,33,67,Yes,Master,
8341,10,44,67,Yes,High School,
8342,10,95,82,Yes,Master,Fail
8343,23,70,76,Yes,Associate,Fail
8344,3,56,51,,Doctorate,Fail
8345,0,37,63,No,Master,Fail
8346,12,55,44,Yes,Bachelor,Pass
8347,8,87,87,Yes,High School,Pass
8348,0,84,55,No,Master,Fail
8349,13,70,54,Yes,High School,Pass
8350,16,70,92,No,Doctorate,Fail
8351,2,40,56,No,Doctorate,Pass
8352,-1,60,51,Yes,Bachelor,Pass
8353,12,86,75,No,High School,Pass
8354,14,62,65,No,High School,Pass
8355,21,108,52,Yes,,Pass
8356,15,99,70,No,Master,Pass
8357,10,66,74,No,Bachelor,Fail
8358,6,70,78,Yes,High School,Pass
8359,7,120,200,Yes,Doctorate,Pass
8360,7,92,0,Yes,Master,Pass
8361,13,76,78,No,High School,Pass
8362,11,79,58,No,Master,Pass
8363,3,78,91,No,High School,
8364,8,75,75,No,Associate,Pass
8365,14,54,86,Yes,Bachelor,Pass
8366,12,67,63,No,Master,Fail
8367,13,46,78,Yes,Associate,Fail
8368,12,90,69,No,High School,Fail
8369,18,72,80,Yes,Master,Fail
8370,11,90,59,Yes,Associate,Pass
8371,8,50,57,No,Doctorate,Pass
8372,5,103,84,No,High School,Pass
8373,11,101,69,,High School,Pass
8374,-2,44,80,Yes,High School,Pass
8375,9,65,44,Yes,Doctorate,Fail
8376,9,67,53,No,Associate,Pass
8377,3,46,57,No,Master,Pass
8378,5,70,84,Yes,Doctorate,
8379,14,86,84,No,Associate,Fail
8380,11,66,66,Yes,Doctorate,Fail
8381,0,41,72,Yes,Bachelor,Fail
8382,12,90,68,Yes,Associate,Fail
8383,10,59,50,No,High School,Fail
8384,16,61,66,Yes,Master,Pass
8385,11,109,52,No,Associate,Fail
8386,3,83,59,Yes,,Pass
8387,18,59,62,No,High School,Pass
8388,12,51,90,No,Associate,Fail
8389,7,0,67,Yes,Bachelor,Pass
8390,4,0,59,Yes,Associate,Pass
8391,12,65,74,No,Master,Fail
8392,9,50,55,Yes,Associate,Fail
8393,18,83,105,Yes,High School,Pass
8394,8,87,72,Yes,High School,Pass
8395,6,68,28,Yes,High School,
8396,14,53,53,Yes,Bachelor,Pass
8397,15,76,92,Yes,Associate,Fail
8398,11,84,0,No,Bachelor,Pass
8399,13,65,58,No,Associate,Pass
8400,10,80,71,No,High School,Fail
8401,11,82,41,Yes,Bachelor,Pass
8402,16,98,50,Yes,Doctorate,Fail
8403,13,67,44,No,Bachelor,Pass
8404,9,52,60,No,Doctorate,Pass
8405,17,74,89,Yes,Associate,Pass
8406,-2,109,74,Yes,Doctorate,Fail
8407,20,40,72,No,,Fail
8408,2,29,55,,Doctorate,Fail
8409,7,73,77,Yes,High School,Fail
8410,10,0,53,Yes,Master,Pass
8411,9,71,62,No,,Pass
8412,15,70,0,Yes,Associate,Fail
8413,5,95,64,No,Bachelor,Fail
8414,11,0,79,Yes,High School,Pass
8415,7,91,62,Yes,High School,Fail
8416,12,25,85,Yes,Associate,Fail
8417,10,64,71,Yes,Bachelor,Fail
8418,0,0,52,No,High School,Fail
8419,7,29,57,No,,Pass
8420,7,77,62,No,Bachelor,Pass
8421,11,73,79,Yes,Doctorate,Pass
8422,15,66,93,No,Bachelor,Fail
8423,7,72,43,No,Bachelor,Pass
8424,6,77,59,No,Doctorate,Fail
8425,13,95,0,Yes,Master,
8426,10,88,64,Yes,Associate,Fail
8427,14,82,63,Yes,High School,Pass
8428,6,121,74,No,High School,Fail
8429,1,61,45,No,Master,Fail
8430,7,48,74,Yes,Associate,
8431,6,98,70,No,Doctorate,
8432,10,112,68,,High School,Pass
8433,7,62,81,No,Associate,Fail
8434,14,103,64,Yes,Master,Pass
8435,9,64,66,No,Master,Fail
8436,11,87,68,No,Bachelor,Fail
8437,11,0,34,No,Doctorate,Pass
8438,11,62,81,Yes,Doctorate,Fail
8439,10,112,74,Yes,Bachelor,Pass
8440,13,114,0,No,Master,Fail
8441,6,55,70,No,High School,Pass
8442,17,79,85,Yes,Doctorate,Fail
8443,9,93,68,Yes,Doctorate,
8444,3,37,62,No,Bachelor,Fail
8445,11,76,39,Yes,Bachelor,Fail
8446,6,42,46,Yes,Doctorate,Fail
8447,13,88,60,No,High School,Pass
8448,21,77,66,Yes,Bachelor,Fail
8449,6,68,56,Yes,Bachelor,Fail
8450,12,44,62,No,Bachelor,Fail
8451,1,63,51,Yes,Doctorate,Pass
8452,12,85,79,No,High School,Fail
8453,6,74,61,Yes,Doctorate,Pass
8454,7,99,83,Yes,Master,Fail
8455,4,98,0,No,Bachelor,Pass
8456,14,97,0,No,Associate,Fail
8457,15,64,72,Yes,High School,Pass
8458,10,81,67,Yes,Bachelor,Fail
8459,6,56,48,Yes,Bachelor,Pass
8460,18,50,60,Yes,Associate,Pass
8461,6,99,34,Yes,Doctorate,Fail
8462,-1,51,90,Yes,Doctorate,Fail
8463,12,49,15,Yes,Doctorate,Pass
8464,4,77,78,No,Doctorate,Fail
8465,15,70,67,Yes,Associate,Fail
8466,8,71,39,Yes,Associate,Fail
8467,13,121,69,Yes,High School,Pass
8468,17,55,48,Yes,Associate,Pass
8469,4,85,72,Yes,Associate,Fail
